nm_area_plantada_mil_ha,dt_ano_agricola,sigla_uf,id_produto,nm_producao_mil_t,nm_produtividade_mil_ha_mil_t
48,1984,RS,6184,55,1.1
26,1984,SC,6184,42,1.6
30,1985,PR,6184,60,2
50,1985,RS,6184,75,1.5
25,1985,SC,6184,40,1.6
40,1986,PR,6184,88,2.2
41,1986,RS,6184,70,1.7
19,1986,SC,6184,27,1.4
45,1987,PR,6184,54,1.2
43,1987,RS,6184,60,1.4
22,1987,SC,6184,29,1.3
40,1988,PR,6184,108,2.7
56,1988,RS,6184,109,1.9
18,1988,SC,6184,32,1.8
29,1989,PR,6184,67,2.3
64,1989,RS,6184,122,1.9
12,1989,SC,6184,22,1.8
24,1990,PR,6184,59,2.5
67,1990,RS,6184,132,2
7,1990,SC,6184,18,2.6
20,1991,PR,6184,51,2.6
46,1991,RS,6184,93,2
5,1991,SC,6184,9,1.8
24,1992,PR,6184,55,2.3
37,1992,RS,6184,62,1.7
7,1992,SC,6184,14,2
16,1993,PR,6184,36,2.2
35,1993,RS,6184,62,1.8
6,1993,SC,6184,11,1.8
20,1994,PR,6184,40,2
45,1994,RS,6184,95,2.1
3,1994,SC,6184,11,3.7
26,1995,PR,6184,86,3.3
59,1995,RS,6184,129,2.2
4,1995,SC,6184,9,2.2
34,1996,PR,6184,94,2.8
90,1996,RS,6184,148,1.6
2,1996,SC,6184,4,2
43,1997,PR,6184,86,2
112,1997,RS,6184,212,1.9
2,1997,SC,6184,4,2
31,1998,PR,6184,72,2.3
104,1998,RS,6184,240,2.3
1,1998,SC,6184,2,2
33,1999,PR,6184,66,2
115,1999,RS,6184,247,2.1
3,1999,SC,6184,6,2
44,2000,PR,6184,77,1.8
94,2000,RS,6184,201,2.1
3,2000,SC,6184,4,1.3
52,2001,PR,6184,64,1.2
99,2001,RS,6184,163,1.6
4,2001,SC,6184,7,1.8
50,2002,PR,6184,152,3
58,2002,RS,6184,139,2.4
4,2002,SC,6184,12,3
53,2003,PR,6184,164,3.1
80,2003,RS,6184,192,2.4
4,2003,SC,6184,11,2.8
54,2004,PR,6184,167,3.1
83,2004,RS,6184,210,2.5
3,2004,SC,6184,9,3
51,2005,PR,6184,169,3.3
87,2005,RS,6184,218,2.5
4,2005,SC,6184,12,3
33,2006,PR,6184,108,3.3
54,2006,RS,6184,90,1.7
4,2006,SC,6184,8,2
46,2007,PR,6184,142,3.1
50,2007,RS,6184,114,2.3
2,2007,SC,6184,7,3.5
42,2008,PR,6184,149,3.5
36,2008,RS,6184,85,2.4
1,2008,SC,6184,3,3
45,2009,PR,6184,125,2.8
31,2009,RS,6184,73,2.4
1,2009,SC,6184,3,3
53,2010,PR,6184,196,3.7
32,2010,RS,6184,80,2.5
3,2010,SC,6184,8,2.7
51,2011,PR,6184,196,3.8
34,2011,RS,6184,99,2.9
3,2011,SC,6184,11,3.7
51,2012,PR,6184,183,3.6
46,2012,RS,6184,87,1.9
6,2012,SC,6184,17,2.8
44,2013,PR,6184,182,4.1
57,2013,RS,6184,174,3.1
2,2013,SC,6184,6,3
53,2014,PR,6184,189,3.6
63,2014,RS,6184,113,1.8
1,2014,SC,6184,3,3
34,2015,PR,6184,94,2.8
90,2015,RS,6184,148,1.6
2,2015,SC,6184,4,2
40,2016,PR,6184,159,4
52,2016,RS,6184,140,2.7
1,2016,SC,6184,5,5
50,2017,PR,6184,166,3.3
57,2017,RS,6184,114,2
1,2017,SC,6184,2,2
56,2018,PR,6184,253,4.5
56,2018,RS,6184,139,2.5
1,2018,SC,6184,2,2
0,2019,AC,6184,0,0
0,2019,AL,6184,0,0
0,2019,AM,6184,0,0
0,2019,AP,6184,0,0
0,2019,BA,6184,0,0
0,2019,CE,6184,0,0
0,2019,DF,6184,0,0
0,2019,ES,6184,0,0
0,2019,GO,6184,0,0
0,2019,MA,6184,0,0
0,2019,MG,6184,0,0
0,2019,MS,6184,0,0
0,2019,MT,6184,0,0
0,2019,PA,6184,0,0
0,2019,PB,6184,0,0
0,2019,PE,6184,0,0
0,2019,PI,6184,0,0
61,2019,PR,6184,245,4
0,2019,RJ,6184,0,0
0,2019,RN,6184,0,0
0,2019,RO,6184,0,0
0,2019,RR,6184,0,0
57,2019,RS,6184,180,3.2
1,2019,SC,6184,4,4
0,2019,SE,6184,0,0
0,2019,SP,6184,0,0
0,2019,TO,6184,0,0
0,2020,AC,6184,0,0
0,2020,AL,6184,0,0
0,2020,AM,6184,0,0
0,2020,AP,6184,0,0
0,2020,BA,6184,0,0
0,2020,CE,6184,0,0
0,2020,DF,6184,0,0
0,2020,ES,6184,0,0
0,2020,GO,6184,0,0
0,2020,MA,6184,0,0
0,2020,MG,6184,0,0
0,2020,MS,6184,0,0
0,2020,MT,6184,0,0
0,2020,PA,6184,0,0
0,2020,PB,6184,0,0
0,2020,PE,6184,0,0
0,2020,PI,6184,0,0
63,2020,PR,6184,287,4.6
0,2020,RJ,6184,0,0
0,2020,RN,6184,0,0
0,2020,RO,6184,0,0
0,2020,RR,6184,0,0
39,2020,RS,6184,114,2.9
1,2020,SC,6184,2,2
0,2020,SE,6184,0,0
0,2020,SP,6184,0,0
0,2020,TO,6184,0,0
0,2021,AC,6184,0,0
0,2021,AL,6184,0,0
0,2021,AM,6184,0,0
0,2021,AP,6184,0,0
0,2021,BA,6184,0,0
0,2021,CE,6184,0,0
0,2021,DF,6184,0,0
0,2021,ES,6184,0,0
0,2021,GO,6184,0,0
0,2021,MA,6184,0,0
0,2021,MG,6184,0,0
0,2021,MS,6184,0,0
0,2021,MT,6184,0,0
0,2021,PA,6184,0,0
0,2021,PB,6184,0,0
0,2021,PE,6184,0,0
0,2021,PI,6184,0,0
80,2021,PR,6184,372.2,4.7
0,2021,RJ,6184,0,0
0,2021,RN,6184,0,0
0,2021,RO,6184,0,0
0,2021,RR,6184,0,0
38.2,2021,RS,6184,119.1,3.1
0.9,2021,SC,6184,3.5,3.9
0,2021,SE,6184,0,0
0,2021,SP,6184,0,0
0,2021,TO,6184,0,0
0,2022,AC,6184,0,0
0,2022,AL,6184,0,0
0,2022,AM,6184,0,0
0,2022,AP,6184,0,0
0,2022,BA,6184,0,0
0,2022,CE,6184,0,0
0,2022,DF,6184,0,0
0,2022,ES,6184,0,0
0,2022,GO,6184,0,0
0,2022,MA,6184,0,0
0,2022,MG,6184,0,0
0,2022,MS,6184,0,0
0,2022,MT,6184,0,0
0,2022,PA,6184,0,0
0,2022,PB,6184,0,0
0,2022,PE,6184,0,0
0,2022,PI,6184,0,0
80.8,2022,PR,6184,354.7,4.4
0,2022,RJ,6184,0,0
0,2022,RN,6184,0,0
0,2022,RO,6184,0,0
0,2022,RR,6184,0,0
37,2022,RS,6184,108.2,2.9
1.2,2022,SC,6184,4.4,3.7
0,2022,SE,6184,0,0
11,2022,SP,6184,35.2,3.2
0,2022,TO,6184,0,0
0,2023,AC,6184,0,0
0,2023,AL,6184,0,0
0,2023,AM,6184,0,0
0,2023,AP,6184,0,0
0,2023,BA,6184,0,0
0,2023,CE,6184,0,0
0,2023,DF,6184,0,0
0,2023,ES,6184,0,0
0,2023,GO,6184,0,0
0,2023,MA,6184,0,0
0,2023,MG,6184,0,0
0,2023,MS,6184,0,0
0,2023,MT,6184,0,0
0,2023,PA,6184,0,0
0,2023,PB,6184,0,0
0,2023,PE,6184,0,0
0,2023,PI,6184,0,0
73.5,2023,PR,6184,303.4,4.1
0,2023,RJ,6184,0,0
0,2023,RN,6184,0,0
0,2023,RO,6184,0,0
0,2023,RR,6184,0,0
37,2023,RS,6184,122.4,3.3
0,2023,SC,6184,0,0
0,2023,SE,6184,0,0
11,2023,SP,6184,35.2,3.2
0,2023,TO,6184,0,0
0,2024,AC,6184,0,0
0,2024,AL,6184,0,0
0,2024,AM,6184,0,0
0,2024,AP,6184,0,0
0,2024,BA,6184,0,0
0,2024,CE,6184,0,0
0,2024,DF,6184,0,0
0,2024,ES,6184,0,0
0,2024,GO,6184,0,0
0,2024,MA,6184,0,0
0,2024,MG,6184,0,0
0,2024,MS,6184,0,0
0,2024,MT,6184,0,0
0,2024,PA,6184,0,0
0,2024,PB,6184,0,0
0,2024,PE,6184,0,0
0,2024,PI,6184,0,0
77.5,2024,PR,6184,288.8,3.7
0,2024,RJ,6184,0,0
0,2024,RN,6184,0,0
0,2024,RO,6184,0,0
0,2024,RR,6184,0,0
37,2024,RS,6184,122.4,3.3
0,2024,SC,6184,0,0
0,2024,SE,6184,0,0
11,2024,SP,6184,35.2,3.2
0,2024,TO,6184,0,0
6,1976-77             ,AC,8380,4,0.7
126,1976-77             ,AL,8380,56,0.4
3,1976-77             ,AM,8380,3,1
0,1976-77             ,AP,8380,0,0
154,1976-77             ,BA,8380,36,0.2
160,1976-77             ,BA,8380,61,0.4
480,1976-77             ,CE,8380,144,0.3
39,1976-77             ,ES,8380,9,0.2
48,1976-77             ,ES,8380,20,0.4
15,1976-77             ,GO,8380,6,0.4
210,1976-77             ,GO,8380,86,0.4
87,1976-77             ,MA,8380,48,0.6
261,1976-77             ,MG,8380,100,0.4
338,1976-77             ,MG,8380,151,0.4
29,1976-77             ,MT,8380,21,0.7
87,1976-77             ,MT,8380,67,0.8
12,1976-77             ,PA,8380,9,0.8
251,1976-77             ,PB,8380,77,0.3
316,1976-77             ,PE,8380,149,0.5
134,1976-77             ,PI,8380,51,0.4
663,1976-77             ,PR,8380,492,0.7
147,1976-77             ,PR,8380,67,0.5
12,1976-77             ,RJ,8380,7,0.6
207,1976-77             ,RN,8380,76,0.4
137,1976-77             ,RS,8380,90,0.7
38,1976-77             ,RS,8380,28,0.7
126,1976-77             ,SC,8380,85,0.7
62,1976-77             ,SC,8380,43,0.7
39,1976-77             ,SE,8380,14,0.4
158,1976-77             ,SP,8380,96,0.6
192,1976-77             ,SP,8380,120,0.6
6,1977-78             ,AC,8380,4,0.7
123,1977-78             ,AL,8380,47,0.4
3,1977-78             ,AM,8380,3,1
0,1977-78             ,AP,8380,0,0
230,1977-78             ,BA,8380,97,0.4
218,1977-78             ,BA,8380,81,0.4
400,1977-78             ,CE,8380,120,0.3
39,1977-78             ,ES,8380,21,0.5
48,1977-78             ,ES,8380,26,0.5
4,1977-78             ,GO,8380,1,0.2
204,1977-78             ,GO,8380,94,0.5
83,1977-78             ,MA,8380,42,0.5
237,1977-78             ,MG,8380,124,0.5
323,1977-78             ,MG,8380,180,0.6
35,1977-78             ,MT,8380,22,0.6
78,1977-78             ,MT,8380,44,0.6
14,1977-78             ,PA,8380,10,0.7
218,1977-78             ,PB,8380,69,0.3
318,1977-78             ,PE,8380,128,0.4
136,1977-78             ,PI,8380,39,0.3
656,1977-78             ,PR,8380,550,0.8
88,1977-78             ,PR,8380,24,0.3
12,1977-78             ,RJ,8380,7,0.6
189,1977-78             ,RN,8380,74,0.4
155,1977-78             ,RS,8380,118,0.8
49,1977-78             ,RS,8380,18,0.4
162,1977-78             ,SC,8380,114,0.7
34,1977-78             ,SC,8380,20,0.6
48,1977-78             ,SE,8380,14,0.3
245,1977-78             ,SP,8380,133,0.5
241,1977-78             ,SP,8380,115,0.5
6,1978-79             ,AC,8380,3,0.5
150,1978-79             ,AL,8380,81,0.5
3,1978-79             ,AM,8380,3,1
0,1978-79             ,AP,8380,0,0
190,1978-79             ,BA,8380,89,0.5
186,1978-79             ,BA,8380,78,0.4
342,1978-79             ,CE,8380,105,0.3
37,1978-79             ,ES,8380,11,0.3
39,1978-79             ,ES,8380,19,0.5
4,1978-79             ,GO,8380,5,1.2
195,1978-79             ,GO,8380,70,0.4
78,1978-79             ,MA,8380,39,0.5
149,1978-79             ,MG,8380,62,0.4
301,1978-79             ,MG,8380,154,0.5
8,1978-79             ,MS,8380,25,3.1
26,1978-79             ,MS,8380,14,0.5
42,1978-79             ,MT,8380,42,1
18,1978-79             ,PA,8380,13,0.7
220,1978-79             ,PB,8380,58,0.3
300,1978-79             ,PE,8380,133,0.4
157,1978-79             ,PI,8380,41,0.3
660,1978-79             ,PR,8380,462,0.7
86,1978-79             ,PR,8380,50,0.6
9,1978-79             ,RJ,8380,6,0.7
6,1978-79             ,RJ,8380,4,0.7
116,1978-79             ,RN,8380,52,0.4
143,1978-79             ,RS,8380,111,0.8
36,1978-79             ,RS,8380,30,0.8
162,1978-79             ,SC,8380,158,1
70,1978-79             ,SC,8380,48,0.7
