nm_area_plantada_mil_ha,dt_ano_agricola,sigla_uf,id_produto,nm_producao_mil_t,nm_produtividade_mil_ha_mil_t
270,1991-92             ,SC,8380,284,1.1
120,1991-92             ,SC,8380,70,0.6
60,1991-92             ,SE,8380,22,0.4
114,1991-92             ,SP,8380,93,0.8
118,1991-92             ,SP,8380,141,1.2
97,1991-92             ,SP,8380,75,0.8
2,1991-92             ,TO,8380,1,0.5
2,1991-92             ,TO,8380,1,0.5
15,1992-93             ,AC,8380,10,0.7
44,1992-93             ,AL,8380,3,0.1
2,1992-93             ,AM,8380,1,0.5
520,1992-93             ,BA,8380,198,0.4
127,1992-93             ,BA,8380,21,0.2
40,1992-93             ,BA,8380,75,1.9
590,1992-93             ,CE,8380,44,0.1
1,1992-93             ,DF,8380,1,1
1,1992-93             ,DF,8380,1,1
3,1992-93             ,DF,8380,5,1.7
31,1992-93             ,ES,8380,21,0.7
38,1992-93             ,ES,8380,36,0.9
12,1992-93             ,GO,8380,6,0.5
106,1992-93             ,GO,8380,48,0.5
35,1992-93             ,GO,8380,66,1.9
115,1992-93             ,MA,8380,16,0.1
253,1992-93             ,MG,8380,149,0.6
220,1992-93             ,MG,8380,160,0.7
63,1992-93             ,MG,8380,104,1.7
2,1992-93             ,MS,8380,1,0.5
42,1992-93             ,MS,8380,25,0.6
1,1992-93             ,MS,8380,2,2
12,1992-93             ,MT,8380,4,0.3
30,1992-93             ,MT,8380,16,0.5
1,1992-93             ,MT,8380,2,2
53,1992-93             ,PA,8380,30,0.6
99,1992-93             ,PB,8380,6,0.1
110,1992-93             ,PE,8380,6,0.1
5,1992-93             ,PE,8380,8,1.6
270,1992-93             ,PI,8380,40,0.1
508,1992-93             ,PR,8380,386,0.8
42,1992-93             ,PR,8380,46,1.1
29,1992-93             ,PR,8380,14,0.5
6,1992-93             ,RJ,8380,4,0.7
8,1992-93             ,RJ,8380,5,0.6
7,1992-93             ,RJ,8380,9,1.3
2,1992-93             ,RN,8380,0,0
143,1992-93             ,RO,8380,79,0.6
2,1992-93             ,RR,8380,1,0.5
177,1992-93             ,RS,8380,122,0.7
40,1992-93             ,RS,8380,24,0.6
265,1992-93             ,SC,8380,225,0.8
98,1992-93             ,SC,8380,46,0.5
20,1992-93             ,SE,8380,5,0.2
95,1992-93             ,SP,8380,114,1.2
98,1992-93             ,SP,8380,110,1.1
71,1992-93             ,SP,8380,78,1.1
2,1992-93             ,TO,8380,1,0.5
6,1992-93             ,TO,8380,2,0.3
17,1993-94             ,AC,8380,11,0.6
151,1993-94             ,AL,8380,60,0.4
2,1993-94             ,AM,8380,2,1
469,1993-94             ,BA,8380,103,0.2
242,1993-94             ,BA,8380,109,0.4
18,1993-94             ,BA,8380,32,1.8
767,1993-94             ,CE,8380,291,0.4
2,1993-94             ,DF,8380,2,1
1,1993-94             ,DF,8380,1,1
3,1993-94             ,DF,8380,5,1.7
29,1993-94             ,ES,8380,22,0.8
43,1993-94             ,ES,8380,35,0.8
11,1993-94             ,GO,8380,8,0.7
110,1993-94             ,GO,8380,66,0.6
42,1993-94             ,GO,8380,75,1.8
124,1993-94             ,MA,8380,53,0.4
253,1993-94             ,MG,8380,129,0.5
237,1993-94             ,MG,8380,174,0.7
66,1993-94             ,MG,8380,109,1.7
2,1993-94             ,MS,8380,1,0.5
40,1993-94             ,MS,8380,20,0.5
1,1993-94             ,MS,8380,2,2
11,1993-94             ,MT,8380,4,0.4
28,1993-94             ,MT,8380,16,0.6
1,1993-94             ,MT,8380,3,3
89,1993-94             ,PA,8380,51,0.6
246,1993-94             ,PB,8380,101,0.4
400,1993-94             ,PE,8380,170,0.4
5,1993-94             ,PE,8380,8,1.6
324,1993-94             ,PI,8380,128,0.4
523,1993-94             ,PR,8380,413,0.8
59,1993-94             ,PR,8380,75,1.3
29,1993-94             ,PR,8380,6,0.2
6,1993-94             ,RJ,8380,4,0.7
4,1993-94             ,RJ,8380,4,1
175,1993-94             ,RN,8380,93,0.5
178,1993-94             ,RO,8380,100,0.6
3,1993-94             ,RR,8380,2,0.7
157,1993-94             ,RS,8380,141,0.9
41,1993-94             ,RS,8380,28,0.7
255,1993-94             ,SC,8380,242,0.9
108,1993-94             ,SC,8380,82,0.8
73,1993-94             ,SE,8380,29,0.4
101,1993-94             ,SP,8380,81,0.8
114,1993-94             ,SP,8380,96,0.8
77,1993-94             ,SP,8380,56,0.7
3,1993-94             ,TO,8380,1,0.3
6,1993-94             ,TO,8380,2,0.3
13,1994-95             ,AC,8380,8,0.6
150,1994-95             ,AL,8380,75,0.5
4,1994-95             ,AM,8380,3,0.8
280,1994-95             ,BA,8380,90,0.3
288,1994-95             ,BA,8380,190,0.7
18,1994-95             ,BA,8380,32,1.8
700,1994-95             ,CE,8380,210,0.3
2,1994-95             ,DF,8380,3,1.5
1,1994-95             ,DF,8380,1,1
3,1994-95             ,DF,8380,6,2
25,1994-95             ,ES,8380,18,0.7
32,1994-95             ,ES,8380,26,0.8
10,1994-95             ,GO,8380,8,0.8
95,1994-95             ,GO,8380,56,0.6
37,1994-95             ,GO,8380,75,2
126,1994-95             ,MA,8380,44,0.3
253,1994-95             ,MG,8380,116,0.5
225,1994-95             ,MG,8380,160,0.7
61,1994-95             ,MG,8380,109,1.8
2,1994-95             ,MS,8380,2,1
36,1994-95             ,MS,8380,25,0.7
1,1994-95             ,MS,8380,2,2
10,1994-95             ,MT,8380,4,0.4
25,1994-95             ,MT,8380,18,0.7
2,1994-95             ,MT,8380,3,1.5
89,1994-95             ,PA,8380,51,0.6
270,1994-95             ,PB,8380,92,0.3
389,1994-95             ,PE,8380,194,0.5
430,1994-95             ,PI,8380,90,0.2
560,1994-95             ,PR,8380,319,0.6
80,1994-95             ,PR,8380,91,1.1
26,1994-95             ,PR,8380,13,0.5
5,1994-95             ,RJ,8380,4,0.8
6,1994-95             ,RJ,8380,4,0.7
175,1994-95             ,RN,8380,75,0.4
125,1994-95             ,RO,8380,81,0.6
2,1994-95             ,RR,8380,1,0.5
181,1994-95             ,RS,8380,161,0.9
44,1994-95             ,RS,8380,32,0.7
265,1994-95             ,SC,8380,224,0.8
120,1994-95             ,SC,8380,91,0.8
81,1994-95             ,SE,8380,55,0.7
73,1994-95             ,SP,8380,58,0.8
114,1994-95             ,SP,8380,164,1.4
65,1994-95             ,SP,8380,72,1.1
3,1994-95             ,TO,8380,1,0.3
4,1994-95             ,TO,8380,2,0.5
18,1995-96             ,AC,8380,10,0.6
135,1995-96             ,AL,8380,43,0.3
2,1995-96             ,AM,8380,2,1
434,1995-96             ,BA,8380,104,0.2
300,1995-96             ,BA,8380,198,0.7
22,1995-96             ,BA,8380,49,2.2
701,1995-96             ,CE,8380,275,0.4
2,1995-96             ,DF,8380,3,1.5
1,1995-96             ,DF,8380,1,1
2,1995-96             ,DF,8380,3,1.5
20,1995-96             ,ES,8380,17,0.8
22,1995-96             ,ES,8380,19,0.9
12,1995-96             ,GO,8380,10,0.8
46,1995-96             ,GO,8380,31,0.7
33,1995-96             ,GO,8380,72,2.2
110,1995-96             ,MA,8380,48,0.4
215,1995-96             ,MG,8380,126,0.6
203,1995-96             ,MG,8380,148,0.7
64,1995-96             ,MG,8380,115,1.8
1,1995-96             ,MS,8380,1,1
21,1995-96             ,MS,8380,15,0.7
1,1995-96             ,MS,8380,2,2
8,1995-96             ,MT,8380,3,0.4
20,1995-96             ,MT,8380,13,0.6
2,1995-96             ,MT,8380,3,1.5
89,1995-96             ,PA,8380,51,0.6
280,1995-96             ,PB,8380,140,0.5
383,1995-96             ,PE,8380,168,0.4
325,1995-96             ,PI,8380,102,0.3
504,1995-96             ,PR,8380,418,0.8
75,1995-96             ,PR,8380,83,1.1
22,1995-96             ,PR,8380,12,0.5
5,1995-96             ,RJ,8380,4,0.8
6,1995-96             ,RJ,8380,4,0.7
162,1995-96             ,RN,8380,81,0.5
152,1995-96             ,RO,8380,91,0.6
2,1995-96             ,RR,8380,1,0.5
182,1995-96             ,RS,8380,46,0.3
66,1995-96             ,RS,8380,48,0.7
233,1995-96             ,SC,8380,145,0.6
122,1995-96             ,SC,8380,92,0.8
67,1995-96             ,SE,8380,36,0.5
68,1995-96             ,SP,8380,61,0.9
86,1995-96             ,SP,8380,91,1.1
46,1995-96             ,SP,8380,55,1.2
2,1995-96             ,TO,8380,0,0
4,1995-96             ,TO,8380,2,0.5
14,1996-97             ,AC,8380,8,0.6
163,1996-97             ,AL,8380,88,0.5
4,1996-97             ,AM,8380,3,0.8
378,1996-97             ,BA,8380,91,0.2
312,1996-97             ,BA,8380,212,0.7
26,1996-97             ,BA,8380,61,2.3
550,1996-97             ,CE,8380,157,0.3
4,1996-97             ,DF,8380,7,1.8
2,1996-97             ,DF,8380,3,1.5
2,1996-97             ,DF,8380,6,3
20,1996-97             ,ES,8380,17,0.8
20,1996-97             ,ES,8380,17,0.8
16,1996-97             ,GO,8380,13,0.8
59,1996-97             ,GO,8380,59,1
32,1996-97             ,GO,8380,72,2.2
96,1996-97             ,MA,8380,42,0.4
221,1996-97             ,MG,8380,168,0.8
219,1996-97             ,MG,8380,159,0.7
48,1996-97             ,MG,8380,90,1.9
1,1996-97             ,MS,8380,0,0
28,1996-97             ,MS,8380,19,0.7
1,1996-97             ,MS,8380,2,2
6,1996-97             ,MT,8380,2,0.3
18,1996-97             ,MT,8380,12,0.7
1,1996-97             ,MT,8380,2,2
80,1996-97             ,PA,8380,48,0.6
276,1996-97             ,PB,8380,132,0.5
373,1996-97             ,PE,8380,153,0.4
300,1996-97             ,PI,8380,60,0.2
469,1996-97             ,PR,8380,389,0.8
64,1996-97             ,PR,8380,64,1
28,1996-97             ,PR,8380,14,0.5
4,1996-97             ,RJ,8380,3,0.8
3,1996-97             ,RJ,8380,2,0.7
144,1996-97             ,RN,8380,48,0.3
129,1996-97             ,RO,8380,84,0.7
2,1996-97             ,RR,8380,1,0.5
146,1996-97             ,RS,8380,130,0.9
50,1996-97             ,RS,8380,20,0.4
226,1996-97             ,SC,8380,140,0.6
96,1996-97             ,SC,8380,67,0.7
68,1996-97             ,SE,8380,32,0.5
78,1996-97             ,SP,8380,70,0.9
90,1996-97             ,SP,8380,89,1
49,1996-97             ,SP,8380,54,1.1
2,1996-97             ,TO,8380,0,0
3,1996-97             ,TO,8380,1,0.3
12,1997-98             ,AC,8380,7,0.6
116,1997-98             ,AL,8380,38,0.3
5,1997-98             ,AM,8380,4,0.8
330,1997-98             ,BA,8380,60,0.2
270,1997-98             ,BA,8380,171,0.6
18,1997-98             ,BA,8380,38,2.1
465,1997-98             ,CE,8380,58,0.1
7,1997-98             ,DF,8380,12,1.7
3,1997-98             ,DF,8380,6,2
3,1997-98             ,DF,8380,7,2.3
12,1997-98             ,ES,8380,10,0.8
23,1997-98             ,ES,8380,18,0.8
16,1997-98             ,GO,8380,28,1.8
65,1997-98             ,GO,8380,71,1.1
43,1997-98             ,GO,8380,95,2.2
67,1997-98             ,MA,8380,18,0.3
221,1997-98             ,MG,8380,135,0.6
166,1997-98             ,MG,8380,116,0.7
53,1997-98             ,MG,8380,97,1.8
0,1997-98             ,MS,8380,0,0
25,1997-98             ,MS,8380,20,0.8
1,1997-98             ,MS,8380,1,1
7,1997-98             ,MT,8380,3,0.4
18,1997-98             ,MT,8380,12,0.7
2,1997-98             ,MT,8380,3,1.5
84,1997-98             ,PA,8380,47,0.6
135,1997-98             ,PB,8380,0,0
155,1997-98             ,PE,8380,19,0.1
194,1997-98             ,PI,8380,18,0.1
469,1997-98             ,PR,8380,380,0.8
93,1997-98             ,PR,8380,108,1.2
25,1997-98             ,PR,8380,17,0.7
3,1997-98             ,RJ,8380,2,0.7
5,1997-98             ,RJ,8380,4,0.8
68,1997-98             ,RN,8380,7,0.1
94,1997-98             ,RO,8380,55,0.6
1,1997-98             ,RR,8380,0,0
146,1997-98             ,RS,8380,95,0.7
44,1997-98             ,RS,8380,26,0.6
170,1997-98             ,SC,8380,103,0.6
75,1997-98             ,SC,8380,45,0.6
53,1997-98             ,SE,8380,29,0.5
80,1997-98             ,SP,8380,88,1.1
93,1997-98             ,SP,8380,98,1.1
57,1997-98             ,SP,8380,60,1.1
2,1997-98             ,TO,8380,0,0
3,1997-98             ,TO,8380,1,0.3
10,1998-99             ,AC,8380,5,0.5
116,1998-99             ,AL,8380,63,0.5
5,1998-99             ,AM,8380,4,0.8
0,1998-99             ,AP,8380,0,0
424,1998-99             ,BA,8380,172,0.4
349,1998-99             ,BA,8380,117,0.3
19,1998-99             ,BA,8380,34,1.8
574,1998-99             ,CE,8380,202,0.4
10,1998-99             ,DF,8380,20,2
4,1998-99             ,DF,8380,4,1
2,1998-99             ,DF,8380,4,2
12,1998-99             ,ES,8380,10,0.8
23,1998-99             ,ES,8380,19,0.8
39,1998-99             ,GO,8380,68,1.7
81,1998-99             ,GO,8380,66,0.8
32,1998-99             ,GO,8380,74,2.3
71,1998-99             ,MA,8380,31,0.4
239,1998-99             ,MG,8380,172,0.7
174,1998-99             ,MG,8380,137,0.8
44,1998-99             ,MG,8380,84,1.9
1,1998-99             ,MS,8380,1,1
33,1998-99             ,MS,8380,28,0.8
1,1998-99             ,MS,8380,2,2
6,1998-99             ,MT,8380,3,0.5
22,1998-99             ,MT,8380,16,0.7
3,1998-99             ,MT,8380,6,2
94,1998-99             ,PA,8380,54,0.6
136,1998-99             ,PB,8380,21,0.2
257,1998-99             ,PE,8380,64,0.2
186,1998-99             ,PI,8380,72,0.4
508,1998-99             ,PR,8380,408,0.8
159,1998-99             ,PR,8380,133,0.8
28,1998-99             ,PR,8380,15,0.5
3,1998-99             ,RJ,8380,2,0.7
5,1998-99             ,RJ,8380,4,0.8
65,1998-99             ,RN,8380,22,0.3
99,1998-99             ,RO,8380,54,0.5
1,1998-99             ,RR,8380,0,0
150,1998-99             ,RS,8380,123,0.8
50,1998-99             ,RS,8380,30,0.6
170,1998-99             ,SC,8380,168,1
85,1998-99             ,SC,8380,55,0.6
60,1998-99             ,SE,8380,32,0.5
94,1998-99             ,SP,8380,99,1.1
108,1998-99             ,SP,8380,119,1.1
59,1998-99             ,SP,8380,75,1.3
2,1998-99             ,TO,8380,0,0
3,1998-99             ,TO,8380,1,0.3
14,1999-00             ,AC,8380,7,0.5
77,1999-00             ,AL,8380,40,0.5
9,1999-00             ,AM,8380,8,0.9
0,1999-00             ,AP,8380,0,0
448,1999-00             ,BA,8380,313,0.7
314,1999-00             ,BA,8380,223,0.7
6,1999-00             ,BA,8380,14,2.3
570,1999-00             ,CE,8380,226,0.4
10,1999-00             ,DF,8380,21,2.1
2,1999-00             ,DF,8380,3,1.5
2,1999-00             ,DF,8380,6,3
12,1999-00             ,ES,8380,9,0.8
21,1999-00             ,ES,8380,20,1
57,1999-00             ,GO,8380,100,1.8
27,1999-00             ,GO,8380,29,1.1
25,1999-00             ,GO,8380,60,2.4
70,1999-00             ,MA,8380,32,0.5
239,1999-00             ,MG,8380,210,0.9
162,1999-00             ,MG,8380,129,0.8
33,1999-00             ,MG,8380,56,1.7
2,1999-00             ,MS,8380,2,1
22,1999-00             ,MS,8380,19,0.9
1,1999-00             ,MS,8380,2,2
7,1999-00             ,MT,8380,4,0.6
22,1999-00             ,MT,8380,16,0.7
3,1999-00             ,MT,8380,6,2
79,1999-00             ,PA,8380,52,0.7
161,1999-00             ,PB,8380,64,0.4
294,1999-00             ,PE,8380,106,0.4
208,1999-00             ,PI,8380,88,0.4
447,1999-00             ,PR,8380,379,0.8
82,1999-00             ,PR,8380,102,1.2
20,1999-00             ,PR,8380,11,0.6
3,1999-00             ,RJ,8380,2,0.7
5,1999-00             ,RJ,8380,4,0.8
90,1999-00             ,RN,8380,35,0.4
95,1999-00             ,RO,8380,54,0.6
1,1999-00             ,RR,8380,0,0
142,1999-00             ,RS,8380,118,0.8
40,1999-00             ,RS,8380,30,0.8
162,1999-00             ,SC,8380,166,1
56,1999-00             ,SC,8380,57,1
55,1999-00             ,SE,8380,32,0.6
82,1999-00             ,SP,8380,87,1.1
70,1999-00             ,SP,8380,77,1.1
59,1999-00             ,SP,8380,75,1.3
2,1999-00             ,TO,8380,1,0.5
2,1999-00             ,TO,8380,1,0.5
22,2000-01             ,AC,8380,11,0.5
81,2000-01             ,AL,8380,42,0.5
9,2000-01             ,AM,8380,8,0.9
1,2000-01             ,AP,8380,0,0
368,2000-01             ,BA,8380,130,0.4
333,2000-01             ,BA,8380,202,0.6
526,2000-01             ,CE,8380,79,0.2
9,2000-01             ,CE,8380,8,0.9
9,2000-01             ,DF,8380,19,2.1
2,2000-01             ,DF,8380,4,2
3,2000-01             ,DF,8380,7,2.3
11,2000-01             ,ES,8380,8,0.7
16,2000-01             ,ES,8380,12,0.8
40,2000-01             ,GO,8380,74,1.8
49,2000-01             ,GO,8380,64,1.3
29,2000-01             ,GO,8380,70,2.4
77,2000-01             ,MA,8380,36,0.5
203,2000-01             ,MG,8380,211,1
157,2000-01             ,MG,8380,135,0.9
40,2000-01             ,MG,8380,76,1.9
2,2000-01             ,MS,8380,2,1
23,2000-01             ,MS,8380,28,1.2
2,2000-01             ,MS,8380,3,1.5
5,2000-01             ,MT,8380,3,0.6
19,2000-01             ,MT,8380,15,0.8
6,2000-01             ,MT,8380,14,2.3
73,2000-01             ,PA,8380,50,0.7
94,2000-01             ,PB,8380,12,0.1
182,2000-01             ,PE,8380,18,0.1
91,2000-01             ,PE,8380,27,0.3
198,2000-01             ,PI,8380,38,0.2
5,2000-01             ,PI,8380,3,0.6
334,2000-01             ,PR,8380,345,1
81,2000-01             ,PR,8380,112,1.4
22,2000-01             ,PR,8380,12,0.5
3,2000-01             ,RJ,8380,2,0.7
4,2000-01             ,RJ,8380,4,1
70,2000-01             ,RN,8380,8,0.1
91,2000-01             ,RO,8380,52,0.6
0,2000-01             ,RR,8380,0,0
118,2000-01             ,RS,8380,119,1
34,2000-01             ,RS,8380,27,0.8
112,2000-01             ,SC,8380,134,1.2
39,2000-01             ,SC,8380,37,0.9
51,2000-01             ,SE,8380,29,0.6
78,2000-01             ,SP,8380,108,1.4
90,2000-01             ,SP,8380,112,1.2
62,2000-01             ,SP,8380,79,1.3
2,2000-01             ,TO,8380,1,0.5
3,2000-01             ,TO,8380,1,0.3
17,2001-02             ,AC,8380,6,0.4
93,2001-02             ,AL,8380,46,0.5
6,2001-02             ,AM,8380,5,0.8
1,2001-02             ,AP,8380,1,1
406,2001-02             ,BA,8380,170,0.4
390,2001-02             ,BA,8380,209,0.5
590,2001-02             ,CE,8380,189,0.3
12,2001-02             ,CE,8380,12,1
9,2001-02             ,DF,8380,19,2.1
0,2001-02             ,DF,8380,1,0
5,2001-02             ,DF,8380,14,2.8
12,2001-02             ,ES,8380,9,0.8
18,2001-02             ,ES,8380,15,0.8
43,2001-02             ,GO,8380,74,1.7
40,2001-02             ,GO,8380,44,1.1
43,2001-02             ,GO,8380,108,2.5
70,2001-02             ,MA,8380,29,0.4
219,2001-02             ,MG,8380,218,1
165,2001-02             ,MG,8380,162,1
42,2001-02             ,MG,8380,86,2
3,2001-02             ,MS,8380,3,1
16,2001-02             ,MS,8380,16,1
2,2001-02             ,MS,8380,4,2
4,2001-02             ,MT,8380,4,1
17,2001-02             ,MT,8380,14,0.8
8,2001-02             ,MT,8380,19,2.4
75,2001-02             ,PA,8380,56,0.7
177,2001-02             ,PB,8380,50,0.3
189,2001-02             ,PE,8380,38,0.2
91,2001-02             ,PE,8380,27,0.3
210,2001-02             ,PI,8380,25,0.1
7,2001-02             ,PI,8380,4,0.6
391,2001-02             ,PR,8380,453,1.2
117,2001-02             ,PR,8380,138,1.2
21,2001-02             ,PR,8380,14,0.7
3,2001-02             ,RJ,8380,2,0.7
3,2001-02             ,RJ,8380,2,0.7
92,2001-02             ,RN,8380,39,0.4
58,2001-02             ,RO,8380,39,0.7
0,2001-02             ,RR,8380,0,0
124,2001-02             ,RS,8380,114,0.9
40,2001-02             ,RS,8380,31,0.8
115,2001-02             ,SC,8380,118,1
41,2001-02             ,SC,8380,36,0.9
53,2001-02             ,SE,8380,20,0.4
85,2001-02             ,SP,8380,117,1.4
81,2001-02             ,SP,8380,89,1.1
58,2001-02             ,SP,8380,90,1.6
3,2001-02             ,TO,8380,1,0.3
4,2001-02             ,TO,8380,3,0.8
14,2002-03             ,AC,8380,8,0.6
92,2002-03             ,AL,8380,26,0.3
5,2002-03             ,AM,8380,4,0.8
1,2002-03             ,AP,8380,0,0
402,2002-03             ,BA,8380,149,0.4
382,2002-03             ,BA,8380,229,0.6
587,2002-03             ,CE,8380,197,0.3
14,2002-03             ,CE,8380,13,0.9
9,2002-03             ,DF,8380,19,2.1
0,2002-03             ,DF,8380,1,0
5,2002-03             ,DF,8380,14,2.8
12,2002-03             ,ES,8380,9,0.8
18,2002-03             ,ES,8380,17,0.9
47,2002-03             ,GO,8380,87,1.9
40,2002-03             ,GO,8380,59,1.5
47,2002-03             ,GO,8380,131,2.8
72,2002-03             ,MA,8380,33,0.5
228,2002-03             ,MG,8380,228,1
173,2002-03             ,MG,8380,191,1.1
47,2002-03             ,MG,8380,108,2.3
2,2002-03             ,MS,8380,2,1
19,2002-03             ,MS,8380,21,1.1
2,2002-03             ,MS,8380,3,1.5
3,2002-03             ,MT,8380,2,0.7
19,2002-03             ,MT,8380,16,0.8
11,2002-03             ,MT,8380,26,2.4
79,2002-03             ,PA,8380,67,0.8
198,2002-03             ,PB,8380,69,0.3
190,2002-03             ,PE,8380,40,0.2
120,2002-03             ,PE,8380,27,0.2
212,2002-03             ,PI,8380,65,0.3
6,2002-03             ,PI,8380,4,0.7
412,2002-03             ,PR,8380,420,1
134,2002-03             ,PR,8380,185,1.4
22,2002-03             ,PR,8380,18,0.8
3,2002-03             ,RJ,8380,3,1
3,2002-03             ,RJ,8380,2,0.7
94,2002-03             ,RN,8380,42,0.4
62,2002-03             ,RO,8380,42,0.7
1,2002-03             ,RR,8380,0,0
122,2002-03             ,RS,8380,99,0.8
37,2002-03             ,RS,8380,37,1
106,2002-03             ,SC,8380,129,1.2
47,2002-03             ,SC,8380,56,1.2
51,2002-03             ,SE,8380,34,0.7
72,2002-03             ,SP,8380,91,1.3
76,2002-03             ,SP,8380,74,1
65,2002-03             ,SP,8380,86,1.3
3,2002-03             ,TO,8380,1,0.3
11,2002-03             ,TO,8380,18,1.6
14,2003-04             ,AC,8380,8,0.6
85,2003-04             ,AL,8380,25,0.3
5,2003-04             ,AM,8380,4,0.8
1,2003-04             ,AP,8380,0,0
410,2003-04             ,BA,8380,142,0.3
420,2003-04             ,BA,8380,176,0.4
552,2003-04             ,CE,8380,144,0.3
15,2003-04             ,CE,8380,13,0.9
10,2003-04             ,DF,8380,4,0.4
0,2003-04             ,DF,8380,0,0
4,2003-04             ,DF,8380,10,2.5
10,2003-04             ,ES,8380,7,0.7
20,2003-04             ,ES,8380,14,0.7
46,2003-04             ,GO,8380,31,0.7
26,2003-04             ,GO,8380,47,1.8
46,2003-04             ,GO,8380,124,2.7
75,2003-04             ,MA,8380,34,0.5
230,2003-04             ,MG,8380,173,0.8
161,2003-04             ,MG,8380,170,1.1
45,2003-04             ,MG,8380,111,2.5
3,2003-04             ,MS,8380,2,0.7
26,2003-04             ,MS,8380,29,1.1
2,2003-04             ,MS,8380,3,1.5
3,2003-04             ,MT,8380,2,0.7
26,2003-04             ,MT,8380,26,1
13,2003-04             ,MT,8380,34,2.6
76,2003-04             ,PA,8380,63,0.8
215,2003-04             ,PB,8380,62,0.3
184,2003-04             ,PE,8380,28,0.2
120,2003-04             ,PE,8380,66,0.6
214,2003-04             ,PI,8380,32,0.2
10,2003-04             ,PI,8380,6,0.6
363,2003-04             ,PR,8380,486,1.3
121,2003-04             ,PR,8380,167,1.4
22,2003-04             ,PR,8380,15,0.7
3,2003-04             ,RJ,8380,2,0.7
4,2003-04             ,RJ,8380,3,0.8
112,2003-04             ,RN,8380,43,0.4
60,2003-04             ,RO,8380,44,0.7
1,2003-04             ,RR,8380,1,1
110,2003-04             ,RS,8380,125,1.1
33,2003-04             ,RS,8380,12,0.4
105,2003-04             ,SC,8380,121,1.2
35,2003-04             ,SC,8380,28,0.8
59,2003-04             ,SE,8380,31,0.5
75,2003-04             ,SP,8380,137,1.8
57,2003-04             ,SP,8380,74,1.3
52,2003-04             ,SP,8380,92,1.8
4,2003-04             ,TO,8380,2,0.5
5,2003-04             ,TO,8380,4,0.8
17,2004-05             ,AC,8380,9,0.5
95,2004-05             ,AL,8380,40,0.4
5,2004-05             ,AM,8380,4,0.8
1,2004-05             ,AP,8380,1,1
340,2004-05             ,BA,8380,84,0.2
429,2004-05             ,BA,8380,334,0.8
488,2004-05             ,CE,8380,144,0.3
15,2004-05             ,CE,8380,14,0.9
10,2004-05             ,DF,8380,23,2.3
1,2004-05             ,DF,8380,1,1
4,2004-05             ,DF,8380,12,3
10,2004-05             ,ES,8380,7,0.7
17,2004-05             ,ES,8380,13,0.8
35,2004-05             ,GO,8380,66,1.9
17,2004-05             ,GO,8380,24,1.4
64,2004-05             ,GO,8380,184,2.9
77,2004-05             ,MA,8380,35,0.5
219,2004-05             ,MG,8380,250,1.1
165,2004-05             ,MG,8380,181,1.1
50,2004-05             ,MG,8380,135,2.7
2,2004-05             ,MS,8380,2,1
18,2004-05             ,MS,8380,19,1.1
1,2004-05             ,MS,8380,1,1
3,2004-05             ,MT,8380,4,1.3
23,2004-05             ,MT,8380,23,1
16,2004-05             ,MT,8380,41,2.6
74,2004-05             ,PA,8380,63,0.9
202,2004-05             ,PB,8380,63,0.3
171,2004-05             ,PE,8380,60,0.4
124,2004-05             ,PE,8380,60,0.5
226,2004-05             ,PI,8380,53,0.2
10,2004-05             ,PI,8380,6,0.6
292,2004-05             ,PR,8380,390,1.3
117,2004-05             ,PR,8380,132,1.1
16,2004-05             ,PR,8380,11,0.7
3,2004-05             ,RJ,8380,2,0.7
4,2004-05             ,RJ,8380,3,0.8
67,2004-05             ,RN,8380,25,0.4
64,2004-05             ,RO,8380,40,0.6
2,2004-05             ,RR,8380,1,0.5
94,2004-05             ,RS,8380,69,0.7
17,2004-05             ,RS,8380,6,0.4
85,2004-05             ,SC,8380,97,1.1
28,2004-05             ,SC,8380,18,0.6
58,2004-05             ,SE,8380,31,0.5
64,2004-05             ,SP,8380,105,1.6
45,2004-05             ,SP,8380,56,1.2
56,2004-05             ,SP,8380,89,1.6
4,2004-05             ,TO,8380,2,0.5
8,2004-05             ,TO,8380,9,1.1
16,2005-06             ,AC,8380,9,0.6
98,2005-06             ,AL,8380,52,0.5
7,2005-06             ,AM,8380,4,0.6
1,2005-06             ,AP,8380,1,1
298,2005-06             ,BA,8380,86,0.3
431,2005-06             ,BA,8380,251,0.6
533,2005-06             ,CE,8380,245,0.5
14,2005-06             ,CE,8380,13,0.9
11,2005-06             ,DF,8380,17,1.5
2,2005-06             ,DF,8380,3,1.5
5,2005-06             ,DF,8380,15,3
9,2005-06             ,ES,8380,7,0.8
15,2005-06             ,ES,8380,11,0.7
43,2005-06             ,GO,8380,64,1.5
21,2005-06             ,GO,8380,40,1.9
63,2005-06             ,GO,8380,183,2.9
85,2005-06             ,MA,8380,38,0.4
240,2005-06             ,MG,8380,219,0.9
167,2005-06             ,MG,8380,196,1.2
52,2005-06             ,MG,8380,122,2.3
2,2005-06             ,MS,8380,2,1
28,2005-06             ,MS,8380,26,0.9
0,2005-06             ,MS,8380,0,0
4,2005-06             ,MT,8380,3,0.8
20,2005-06             ,MT,8380,26,1.3
7,2005-06             ,MT,8380,17,2.4
74,2005-06             ,PA,8380,62,0.8
204,2005-06             ,PB,8380,118,0.6
176,2005-06             ,PE,8380,62,0.4
134,2005-06             ,PE,8380,68,0.5
233,2005-06             ,PI,8380,88,0.4
9,2005-06             ,PI,8380,7,0.8
